-5000.662270,5998.403466,-5001.909418,-4999.905731
-5000.820273,5998.541390,-5002.009729,-4999.943352
-5000.850368,5998.744513,-5001.427921,-4999.504432
-5000.780145,5998.905005,-5001.992175,-4999.948369
-5000.571983,5998.922559,-5001.550803,-4999.479351
-5000.812749,5998.932590,-5001.891863,-4999.667459
-5000.599570,5998.734482,-5001.826660,-4999.680000
-5000.617126,5999.371436,-5001.746411,-4999.707589
-5000.704906,5998.877421,-5001.841707,-4999.825471
-5000.898020,5998.917544,-5001.425413,-4999.496907
-5000.727477,5999.123175,-5002.074932,-4999.712606
-5000.755065,5998.777113,-5001.608482,-4999.474334
-5000.602078,5999.007821,-5002.029792,-4999.960909
-5000.541887,5998.742005,-5001.447983,-4999.584692
-5000.747541,5998.822251,-5001.871801,-5000.008563
-5000.837828,5998.910021,-5001.779012,-4999.795373
-5000.925608,5998.606590,-5001.761458,-4999.712606
-5000.837828,5998.975221,-5001.831676,-5000.026120
-5000.765097,5998.734482,-5001.658638,-4999.511956
-5000.719953,5999.037913,-5002.052362,-4999.775308
-5000.787669,5999.203421,-5001.540772,-4999.401599
-5000.913068,5998.521328,-5002.187783,-4999.780325
-5001.003355,5998.802190,-5001.618513,-4999.880649
-5000.775129,5999.083051,-5001.829168,-4999.785341
-5000.930624,5998.671790,-5001.435444,-5000.023612
-5000.855384,5998.915036,-5002.022268,-4999.559610
-5000.915576,5999.198405,-5001.668669,-4999.765276
-5000.674810,5998.694359,-5001.844215,-4999.634854
-5000.757573,5998.797174,-5001.904402,-4999.494399
-5000.587030,5998.927574,-5001.691239,-4999.925796
-5000.772621,5998.932590,-5001.854246,-4999.865601
-5000.524331,5998.892467,-5001.427921,-4999.925796
-5000.840336,5998.789651,-5002.212861,-4999.572151
-5000.709922,5998.714420,-5001.658638,-4999.900714
-5000.790177,5998.568974,-5001.663654,-4999.883158
-5000.589538,5998.952651,-5002.120072,-4999.883158
-5000.980783,5998.972713,-5001.779012,-4999.895698
-5000.785161,5999.005313,-5001.753934,-4999.705081
-5000.639698,5998.857359,-5001.590928,-5000.154034
-5000.694874,5999.083051,-5001.623529,-4999.755244
-5000.855384,5998.629159,-5002.044838,-5000.144002
-5000.895512,5998.834790,-5001.648607,-4999.564627
-5000.722461,5999.298713,-5002.077440,-4999.945860
-5000.993323,5998.736990,-5001.713810,-4999.680000
-5000.963227,5998.824759,-5001.974620,-4999.817946
-5000.659762,5999.083051,-5001.633560,-4999.893190
-5000.898020,5998.772097,-5001.794059,-4999.624821
-5000.622142,5998.940113,-5001.931988,-4999.945860
-5000.790177,5998.807205,-5001.578389,-4999.677492
-5000.719953,5998.940113,-5001.959573,-4999.923287
-5000.566967,5998.824759,-5001.668669,-4999.742703
-5000.785161,5998.872405,-5002.014745,-4999.993515
